x,y,theta,v,omega
3.910117000000000065e+00,3.389969999999999928e+00,8.652910000000000323e-01,5.000000000000000000e-01,5.742200000000000082e-02
3.942428000000000043e+00,3.428126999999999924e+00,8.710329999999999462e-01,5.000000000000000000e-01,7.374600000000000599e-02
3.974489000000000161e+00,3.466495999999999800e+00,8.784079999999999666e-01,5.000000000000000000e-01,9.213799999999999768e-02
4.006230000000000402e+00,3.505128000000000021e+00,8.876220000000000221e-01,5.000000000000000000e-01,1.123470000000000024e-01
4.037574000000000218e+00,3.544083000000000094e+00,8.988559999999999883e-01,5.000000000000000000e-01,1.339829999999999910e-01
4.068437000000000303e+00,3.583420999999999967e+00,9.122550000000000381e-01,5.000000000000000000e-01,1.565310000000000035e-01
4.098723999999999812e+00,3.623203000000000173e+00,9.279079999999999551e-01,5.000000000000000000e-01,1.793889999999999929e-01
4.128339000000000425e+00,3.663489000000000217e+00,9.458469999999999933e-01,5.000000000000000000e-01,2.019569999999999976e-01
4.157180000000000319e+00,3.704330999999999818e+00,9.660419999999999563e-01,5.000000000000000000e-01,2.237969999999999959e-01
4.185145999999999589e+00,3.745778000000000052e+00,9.884220000000000228e-01,5.000000000000000000e-01,2.448780000000000123e-01
0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-6.224199999999999872e-02,3.197710000000000274e-01
-6.223000000000000233e-03,-1.000000000000000048e-04,3.197699999999999848e-02,-5.631800000000000000e-02,3.198389999999999844e-01
-1.184799999999999916e-02,-3.699999999999999947e-04,6.396100000000000396e-02,-5.002800000000000302e-02,3.198929999999999829e-01
-1.683499999999999927e-02,-7.690000000000000438e-04,9.594999999999999363e-02,-4.316299999999999998e-02,3.199029999999999929e-01
-2.112400000000000042e-02,-1.250999999999999942e-03,1.279409999999999992e-01,-3.562699999999999895e-02,3.198340000000000072e-01
-2.464999999999999830e-02,-1.761999999999999894e-03,1.599240000000000106e-01,-2.739700000000000121e-02,3.196459999999999857e-01
-2.734699999999999978e-02,-2.242000000000000069e-03,1.918890000000000040e-01,-1.849999999999999908e-02,3.192989999999999995e-01
-2.915699999999999889e-02,-2.622999999999999898e-03,2.238179999999999892e-01,-8.992999999999999258e-03,3.187530000000000086e-01
-3.003099999999999867e-02,-2.837000000000000112e-03,2.556939999999999769e-01,1.049999999999999935e-03,3.179719999999999769e-01
-2.992999999999999827e-02,-2.808999999999999865e-03,2.874909999999999966e-01,1.154799999999999924e-02,3.169250000000000123e-01
-2.882799999999999946e-02,-2.464000000000000044e-03,3.191829999999999945e-01,2.241500000000000090e-02,3.155810000000000004e-01
-2.671099999999999863e-02,-1.727000000000000019e-03,3.507419999999999982e-01,3.357000000000000262e-02,3.139179999999999748e-01
-2.357700000000000073e-02,-5.240000000000000517e-04,3.821330000000000005e-01,4.493500000000000272e-02,3.119160000000000266e-01
-1.943399999999999989e-02,1.216000000000000067e-03,4.133249999999999980e-01,5.643700000000000105e-02,3.095600000000000018e-01
-1.430200000000000048e-02,3.563000000000000195e-03,4.442809999999999815e-01,6.801000000000000101e-02,3.068400000000000016e-01
-8.207000000000000753e-03,6.578999999999999779e-03,4.749650000000000261e-01,7.959399999999999809e-02,3.037500000000000200e-01
-1.185000000000000072e-03,1.032600000000000011e-02,5.053400000000000114e-01,9.113499999999999379e-02,3.002859999999999974e-01
6.721999999999999677e-03,1.485700000000000041e-02,5.353689999999999838e-01,1.025859999999999966e-01,2.964499999999999913e-01
1.546699999999999985e-02,2.022099999999999939e-02,5.650140000000000162e-01,1.139030000000000042e-01,2.922469999999999790e-01
2.499600000000000086e-02,2.645899999999999988e-02,5.942380000000000440e-01,1.250499999999999945e-01,2.876819999999999933e-01
3.525600000000000261e-02,3.360799999999999899e-02,6.230059999999999487e-01,1.359950000000000048e-01,2.827649999999999886e-01
4.618599999999999789e-02,4.169899999999999995e-02,6.512829999999999453e-01,1.467080000000000051e-01,2.775079999999999769e-01
5.772900000000000253e-02,5.075299999999999950e-02,6.790340000000000265e-01,1.571660000000000001e-01,2.719239999999999990e-01
6.982399999999999718e-02,6.078900000000000275e-02,7.062260000000000204e-01,1.673469999999999958e-01,2.660279999999999867e-01
8.240999999999999714e-02,7.181700000000000583e-02,7.328289999999999527e-01,1.772340000000000027e-01,2.598360000000000114e-01
9.542799999999999894e-02,8.384300000000000086e-02,7.588129999999999598e-01,1.868110000000000048e-01,2.533650000000000069e-01
1.088200000000000001e-01,9.686699999999999477e-02,7.841489999999999849e-01,1.960669999999999913e-01,2.466319999999999901e-01
1.225289999999999990e-01,1.108839999999999965e-01,8.088119999999999754e-01,2.049910000000000065e-01,2.396550000000000069e-01
1.365020000000000122e-01,1.258819999999999939e-01,8.327780000000000182e-01,2.135749999999999871e-01,2.324519999999999920e-01
1.506869999999999876e-01,1.418480000000000019e-01,8.560229999999999784e-01,2.218140000000000112e-01,2.250399999999999900e-01
1.650359999999999883e-01,1.587629999999999875e-01,8.785269999999999468e-01,2.297039999999999915e-01,2.174389999999999934e-01
1.795039999999999969e-01,1.766030000000000100e-01,9.002710000000000434e-01,2.372430000000000094e-01,2.096639999999999893e-01
1.940500000000000003e-01,1.953439999999999899e-01,9.212369999999999726e-01,2.444290000000000074e-01,2.017329999999999957e-01
2.086369999999999891e-01,2.149570000000000092e-01,9.414109999999999978e-01,2.512630000000000141e-01,1.936609999999999998e-01
2.232300000000000118e-01,2.354110000000000091e-01,9.607769999999999921e-01,2.577459999999999751e-01,1.854649999999999910e-01
2.377990000000000104e-01,2.566729999999999845e-01,9.793230000000000546e-01,2.638809999999999767e-01,1.771580000000000099e-01
2.523179999999999867e-01,2.787069999999999825e-01,9.970390000000000086e-01,2.696709999999999940e-01,1.687529999999999863e-01
2.667629999999999724e-01,3.014780000000000237e-01,1.013913999999999982e+00,2.751199999999999757e-01,1.602649999999999908e-01
2.811170000000000058e-01,3.249489999999999879e-01,1.029940999999999995e+00,2.802339999999999831e-01,1.517030000000000045e-01
2.953620000000000134e-01,3.490809999999999746e-01,1.045110999999999901e+00,2.850159999999999916e-01,1.430790000000000117e-01
3.094879999999999853e-01,3.738360000000000016e-01,1.059419000000000111e+00,2.894729999999999803e-01,1.344019999999999937e-01
3.234839999999999938e-01,3.991739999999999733e-01,1.072859000000000007e+00,2.936110000000000109e-01,1.256809999999999872e-01
3.373450000000000060e-01,4.250579999999999914e-01,1.085426999999999920e+00,2.974359999999999782e-01,1.169219999999999982e-01
3.510670000000000179e-01,4.514469999999999872e-01,1.097118999999999955e+00,3.009539999999999993e-01,1.081330000000000069e-01
3.646499999999999742e-01,4.783020000000000049e-01,1.107933000000000057e+00,3.041719999999999979e-01,9.931800000000000350e-02
3.780970000000000164e-01,5.055859999999999799e-01,1.117865000000000109e+00,3.070970000000000089e-01,9.048299999999999399e-02
3.914099999999999802e-01,5.332590000000000385e-01,1.126913000000000054e+00,3.097360000000000113e-01,8.163099999999999523e-02
4.045980000000000132e-01,5.612850000000000339e-01,1.135075999999999974e+00,3.120959999999999845e-01,7.276399999999999535e-02
4.176670000000000105e-01,5.896259999999999835e-01,1.142352000000000034e+00,3.141849999999999921e-01,6.388399999999999634e-02
4.306289999999999840e-01,6.182469999999999910e-01,1.148741000000000012e+00,3.160120000000000151e-01,5.499300000000000022e-02
4.434939999999999993e-01,6.471099999999999630e-01,1.154239999999999933e+00,3.175850000000000062e-01,4.609100000000000003e-02
4.562769999999999881e-01,6.761819999999999498e-01,1.158849000000000018e+00,3.189159999999999773e-01,3.717800000000000271e-02
4.689920000000000200e-01,7.054300000000000015e-01,1.162566999999999906e+00,3.200169999999999959e-01,2.825400000000000134e-02
4.816549999999999998e-01,7.348200000000000287e-01,1.165391999999999983e+00,3.209020000000000206e-01,1.931799999999999837e-02
4.942819999999999991e-01,7.643210000000000282e-01,1.167324000000000028e+00,3.215890000000000137e-01,1.037000000000000074e-02
5.068930000000000380e-01,7.939040000000000541e-01,1.168360999999999983e+00,3.220970000000000222e-01,1.407999999999999963e-03
5.195060000000000233e-01,8.235419999999999963e-01,1.168501999999999930e+00,3.224529999999999896e-01,-7.565999999999999809e-03
5.321420000000000039e-01,8.532079999999999664e-01,1.167745000000000033e+00,3.226879999999999749e-01,-1.655200000000000074e-02
5.448239999999999750e-01,8.828799999999999981e-01,1.166090000000000071e+00,3.228400000000000158e-01,-2.554700000000000026e-02
5.575729999999999853e-01,9.125400000000000178e-01,1.163535999999999904e+00,3.229560000000000208e-01,-3.454700000000000132e-02
5.704169999999999519e-01,9.421720000000000095e-01,1.160080999999999918e+00,3.230950000000000211e-01,-4.354399999999999937e-02
5.833810000000000384e-01,9.717660000000000187e-01,1.155726000000000031e+00,3.233249999999999735e-01,-5.252699999999999730e-02
5.964970000000000550e-01,1.001319000000000070e+00,1.150473999999999997e+00,3.237320000000000197e-01,-6.147999999999999993e-02
6.097979999999999512e-01,1.030834000000000028e+00,1.144325999999999954e+00,3.244179999999999842e-01,-7.037999999999999812e-02
6.233220000000000427e-01,1.060321999999999987e+00,1.137288000000000077e+00,3.255020000000000135e-01,-7.919600000000000251e-02
6.371109999999999829e-01,1.089806999999999970e+00,1.129367999999999927e+00,3.271270000000000011e-01,-8.788700000000000678e-02
6.512170000000000458e-01,1.119321999999999928e+00,1.120578999999999992e+00,3.294540000000000246e-01,-9.639999999999999958e-02
6.656959999999999544e-01,1.148914999999999909e+00,1.110938999999999899e+00,3.326689999999999925e-01,-1.046669999999999962e-01
6.806170000000000275e-01,1.178647999999999918e+00,1.100473000000000035e+00,3.369770000000000265e-01,-1.126010000000000066e-01
6.960560000000000080e-01,1.208599999999999897e+00,1.089212999999999987e+00,3.426020000000000176e-01,-1.200969999999999954e-01
7.121070000000000455e-01,1.238868000000000080e+00,1.077202999999999911e+00,3.497739999999999738e-01,-1.270260000000000000e-01
7.288740000000000219e-01,1.269563999999999915e+00,1.064500000000000002e+00,3.587199999999999833e-01,-1.332329999999999903e-01
7.464790000000000036e-01,1.300818999999999948e+00,1.051177000000000028e+00,3.696380000000000221e-01,-1.385389999999999955e-01
7.650550000000000406e-01,1.332775999999999961e+00,1.037322999999999995e+00,3.826740000000000141e-01,-1.427380000000000038e-01
7.847490000000000299e-01,1.365585999999999967e+00,1.023049000000000097e+00,3.978639999999999954e-01,-1.456040000000000112e-01
8.057149999999999590e-01,1.399399000000000060e+00,1.008488999999999969e+00,4.150769999999999738e-01,-1.468959999999999988e-01
8.281009999999999760e-01,1.434352000000000071e+00,9.937989999999999879e-01,4.339199999999999724e-01,-1.463750000000000051e-01
8.520379999999999621e-01,1.470544999999999991e+00,9.791619999999999768e-01,4.536089999999999844e-01,-1.438270000000000104e-01
8.776059999999999972e-01,1.508011999999999908e+00,9.647790000000000532e-01,4.727979999999999960e-01,-1.390969999999999984e-01
9.048059999999999992e-01,1.546683999999999948e+00,9.508689999999999642e-01,4.893440000000000012e-01,-1.321460000000000135e-01
9.334980000000000500e-01,1.586324000000000067e+00,9.376550000000000162e-01,5.000000000000000000e-01,-1.231280000000000013e-01
9.633289999999999909e-01,1.626449000000000034e+00,9.253419999999999979e-01,5.000000000000000000e-01,-1.124929999999999958e-01
9.936310000000000420e-01,1.666220999999999952e+00,9.140920000000000156e-01,5.000000000000000000e-01,-1.009589999999999932e-01
